id,datetime,,user_question,bot_response
cthr_69d63db25fa88193a65ddd6202175ce40f6649f2b6cfda7d,2026-04-08 11:37,Hjelpemidler valg og bruk,Jeg skjønner ikke norsk så godt. Kan du skrive dette på engelsk slik at jeg forstår.,"Yes. Here it is in English:

What aids you can use may be different from subject to subject. You must check what applies to your subject. In some subjects, there are required special aids or digital tools. You can check this at kandidat.udir.no by searching for your subject code. 

If your exam is done in the secure browser, you will only get access to the digital aids that are included in the exam task itself. You will not get access to files saved on your PC. You may still bring physical books, notes, and reference books. 

You must also bring headphones. In some foreign language exams, you may need a special keyboard, either digital or physical. 

Different subjects can have different rules for how the exam is carried out. Always check UDIR.

Denne responsen er KI-generert og kan inneholde feil. Denne informasjonen gjelder privatisteksamen. Les mer på www.telemarkfylke.no"
cthr_69d63dbb1aac8190a8a6344b4d9e9a8500052e2670a8b71f,2026-04-08 11:36,Tillatte hjelpemidler under eksamen,Hvilke hjelpemidler kan jeg få på eksamen,"Hvilke hjelpemidler du kan bruke, kommer an på faget.

Generelt gjelder dette:
- I noen fag er det krav om spesielle hjelpemidler eller digitale verktøy. Du kan sjekke dette på kandidat.udir.no ved å legge inn fagkoden og trykke på «se info». 
- Ved eksamen i sikker nettleser får du bare tilgang til de digitale hjelpemidlene som ligger i selve oppgavesettet. Du får ikke tilgang til noe som er lagret på PC-en din. Fysiske bøker, notater og oppslagsverk er fortsatt tillatt. 
- Hodetelefoner er et krav til flere eksamener. I noen fremmedspråk trenger du også spesialisert tastatur, digitalt eller fysisk. 

Ulike fag kan ha ulike retningslinjer for gjennomføring av eksamen. Sjekk alltid UDIR.

Nyttige lenker:
- https://kandidat.udir.no/
- https://www.udir.no/eksamen-og-prover/eksamen/

Denne responsen er KI-generert og kan inneholde feil. Denne informasjonen gjelder privatisteksamen. Les mer på www.telemarkfylke.no"
cthr_69d63dbb1aac8190a8a6344b4d9e9a8500052e2670a8b71f,2026-04-08 11:37,Tillatte hjelpemidler under eksamen,er det kaldt i lokalet,"Beklager, jeg finner ikke sikker informasjon om dette. Det står bare hvor eksamen vanligvis holdes, ikke noe om temperaturen i lokalet. Skriftlig eksamen arrangeres hovedsakelig i Porsgrunn Tennishall. 

Denne responsen er KI-generert og kan inneholde feil. Denne informasjonen gjelder privatisteksamen. Les mer på www.telemarkfylke.no"
cthr_69d63dbb1aac8190a8a6344b4d9e9a8500052e2670a8b71f,2026-04-08 11:37,Tillatte hjelpemidler under eksamen,kan jeg ha med hodetelefoner,"Ja, du kan ha med hodetelefoner på eksamen. Både kablede og trådløse hodetelefoner kan brukes, men kablede anbefales. De kan ikke være koblet til musikkspiller eller telefon. I flere eksamener er hodetelefoner et krav. 

Du kan også høre på musikk under skriftlig eksamen, så lenge du ikke forstyrrer andre. Hvis lyden forstyrrer, kan eksamensvakten be deg skru ned volumet. 

Se hva som gjelder for din eksamen på:
https://kandidat.udir.no/

Denne responsen er KI-generert og kan inneholde feil. Denne informasjonen gjelder privatisteksamen. Les mer på www.telemarkfylke.no"
cthr_69d63dbb1aac8190a8a6344b4d9e9a8500052e2670a8b71f,2026-04-08 11:38,Tillatte hjelpemidler under eksamen,når får jeg svar på klage,"Det kommer an på hvilken klage det gjelder.

- For ordinær klage etter våreksamen finner du svaret i Privatistportalen fra 10. september. 
- For klage etter høsteksamen finner du svaret i Privatistportalen 15. mars. 
- Hvis du har hurtigklage i våreksamen, får du svar i Privatistportalen i løpet av uke 26. 

Denne responsen er KI-generert og kan inneholde feil. Denne informasjonen gjelder privatisteksamen. Les mer på www.telemarkfylke.no"
cthr_69d63dbb1aac8190a8a6344b4d9e9a8500052e2670a8b71f,2026-04-08 11:39,Tillatte hjelpemidler under eksamen,Må jeg ha to eksamener i språkfag,"Ja, som privatist må du vanligvis ha både skriftlig og muntlig eksamen i språkfag for å få faget godkjent. 

Hvis faget er et språkfag der elever får to standpunktkarakterer, én i skriftlig og én i muntlig, kan du velge å forbedre bare én av delene. 

Denne responsen er KI-generert og kan inneholde feil. Denne informasjonen gjelder privatisteksamen. Les mer på www.telemarkfylke.no"
cthr_69d63dbb1aac8190a8a6344b4d9e9a8500052e2670a8b71f,2026-04-08 11:40,Tillatte hjelpemidler under eksamen,kan du gi dette svaret på arabisk,"نعم، بصفتك متقدّمًا بصفة طالب خارجي، يجب عادةً أن تتقدّم لامتحانين في مواد اللغات: امتحان كتابي وامتحان شفهي، حتى يتم اعتماد المادة. 

إذا كانت المادة من مواد اللغات التي يحصل فيها الطلاب على درجتين منفصلتين، واحدة كتابية وواحدة شفهية، فيمكنك اختيار تحسين أحد الجزأين فقط. 

Denne responsen er KI-generert og kan inneholde feil. Denne informasjonen gjelder privatisteksamen. Les mer på www.telemarkfylke.no"
cthr_69d63dbb1aac8190a8a6344b4d9e9a8500052e2670a8b71f,2026-04-08 11:41,Tillatte hjelpemidler under eksamen,"Jeg skal ha praktisk eksamen, hvordan foregår den","Praktisk eksamen foregår som regel slik:

- Dato og sted blir lagt ut fortløpende i Privatistportalen under faget ditt. Du kan ikke bytte dato, tid eller sted. 
- For de fleste holdes praktisk eksamen ved en videregående skole i fylket. Noen fag kan bli lagt til et annet fylke. Da må du dekke reisekostnader selv. 
- Du får vanligvis 24 timers forberedelsestid. I denne tiden får du en forberedelsedel med informasjon om eksamen, tema for forberedelsen og hva det blir lagt vekt på i vurderingen. 
- Du får veiledning i gruppe i inntil to timer fra fagperson. Du får også informasjon om hva som skjer på eksamensdagen og hva som er grunnlaget for vurderingen. Selve eksamensoppgaven får du ikke før eksamensdagen. 
- På eksamensdagen skal du gjennomføre et planlagt arbeid som skal bli et produkt eller et utført oppdrag. Eksamenstiden er inntil 5 timer, inkludert vurdering. 
- Selv om flere kan være i samme lokale, blir du vurdert individuelt. 
- Det er arbeidet du gjør på eksamensdagen som blir vurdert. Arbeid fra forberedelsestiden skal som hovedregel ikke være med i vurderingen. 
- Karakteren blir offentliggjort etter hver kandidat. 

Hvis du vil, kan jeg også forklare hva som gjelder for muntlig-praktisk eksamen.

Denne responsen er KI-generert og kan inneholde feil. Denne informasjonen gjelder privatisteksamen. Les mer på www.telemarkfylke.no"
cthr_69d63dbb1aac8190a8a6344b4d9e9a8500052e2670a8b71f,2026-04-08 11:43,Tillatte hjelpemidler under eksamen,Er det god parkeringplass ved tennishallen,"Det er store parkeringsplasser ved Urædd parkeringsplass og ved Beha-kvartalet. Du må regne med noen minutters gange fra parkering til hallen. 

Denne responsen er KI-generert og kan inneholde feil. Denne informasjonen gjelder privatisteksamen. Les mer på www.telemarkfylke.no"
cthr_69d63dbb1aac8190a8a6344b4d9e9a8500052e2670a8b71f,2026-04-08 11:43,Tillatte hjelpemidler under eksamen,"jeg er syk og kan ikke ha eksamen, hva gjør jeg","Hvis du er syk og ikke kan møte til eksamen, kan du ha rett til utsatt eksamen. Da må du:

- registrere deg i avmeldingsskjemaet
- laste opp dokumentasjon på fraværet, for eksempel legeerklæring 

Fristen er 10 virkedager fra eksamensdatoen din. Hvis dokumentasjonen blir godkjent, blir du flyttet til neste eksamensperiode. 

Hvis du blir syk under selve eksamen, må du si fra med én gang til eksamensvakten. Da får du beskjed om du kan avbryte eksamen med rett til utsatt eksamen. Du må også registrere sykdom og laste opp legeerklæring innen 10 virkedager. 

Denne responsen er KI-generert og kan inneholde feil. Denne informasjonen gjelder privatisteksamen. Les mer på www.telemarkfylke.no"
cthr_69d63e3c2d908196a67647bbf6f6c3dc045ecb0801f9fdb4,2026-04-08 11:38,AI hjelp og muligheter,hva kan du hjelpe meg med?,"Jeg kan hjelpe deg med korte svar om privatisteksamen i Telemark.

Jeg kan for eksempel hjelpe med:
- oppmelding og frister 
- eksamensavgift 
- dato og sted for eksamen 
- tilrettelegging 
- gyldig legitimasjon på eksamensdagen 
- sykdom, fravær og utsatt eksamen 
- karakterer, vitnemål og kompetansebevis 
- regler for muntlig, skriftlig og praktisk eksamen  

Hvis du vil, kan du spørre meg om ett konkret tema, for eksempel:
- Hvordan melder jeg meg opp?
- Når er fristen?
- Hvor skal jeg møte?
- Hva koster eksamen?

Denne responsen er KI-generert og kan inneholde feil. Denne informasjonen gjelder privatisteksamen. Les mer på www.telemarkfylke.no"
cthr_69d63e3c2d908196a67647bbf6f6c3dc045ecb0801f9fdb4,2026-04-08 11:38,AI hjelp og muligheter,hva koster eksamen?,
cthr_69d63e61ffa08197bbb20fd274929a9a0f754a44d99087e6,2026-04-08 11:39,Antall i rommet,Hvor mange er det i lokalet?,"Jeg finner ikke sikker informasjon om et bestemt antall personer i lokalet.

For praktisk eksamen står det bare at det kan være flere privatister i samme lokale, men at hver kandidat blir vurdert individuelt. 

Denne responsen er KI-generert og kan inneholde feil. Denne informasjonen gjelder privatisteksamen. Les mer på www.telemarkfylke.no"
cthr_69d63e61ffa08197bbb20fd274929a9a0f754a44d99087e6,2026-04-08 11:39,Antall i rommet,hvor mange vakter er deT?,"Jeg finner ikke sikker informasjon om hvor mange vakter det er.

Det står bare at det er vakter i eksamensrommet som kan veilede deg med pålogging og levering. 

Denne responsen er KI-generert og kan inneholde feil. Denne informasjonen gjelder privatisteksamen. Les mer på www.telemarkfylke.no"
cthr_69d63e61ffa08197bbb20fd274929a9a0f754a44d99087e6,2026-04-08 11:40,Antall i rommet,er det do?,"Beklager, jeg finner ikke sikker informasjon om dette. Les mer på www.telemarkfylke.no.

Denne responsen er KI-generert og kan inneholde feil. Denne informasjonen gjelder privatisteksamen. Les mer på www.telemarkfylke.no"
cthr_69d63e61ffa08197bbb20fd274929a9a0f754a44d99087e6,2026-04-08 11:40,Antall i rommet,can you answer on english?,"Yes, I can answer in English.

Denne responsen er KI-generert og kan inneholde feil. Denne informasjonen gjelder privatisteksamen. Les mer på www.telemarkfylke.no"
cthr_69d63e61ffa08197bbb20fd274929a9a0f754a44d99087e6,2026-04-08 11:40,Antall i rommet,when is my exam?,"Your exam date depends on the type of exam.

- Written exam: the exam date is shown in the privatist portal. 
- Oral and oral-practical exam: the date is published in the privatist portal around 1 November for autumn exams and around 1 April for spring exams. 
- Practical exam: the date is published continuously in the privatist portal. 

Log in here to check your exam:
https://privatist.inschool.visma.no/

Denne responsen er KI-generert og kan inneholde feil. Denne informasjonen gjelder privatisteksamen. Les mer på www.telemarkfylke.no"
cthr_69d63e61ffa08197bbb20fd274929a9a0f754a44d99087e6,2026-04-08 11:41,Antall i rommet,where is it?,"Written exams are mainly held in Porsgrunn Tennishall, but log in to the privatist portal for the exact location of your exam.

https://privatist.inschool.visma.no/

Denne responsen er KI-generert og kan inneholde feil. Denne informasjonen gjelder privatisteksamen. Les mer på www.telemarkfylke.no"
cthr_69d63e61ffa08197bbb20fd274929a9a0f754a44d99087e6,2026-04-08 11:47,Antall i rommet,jeg har masse helseproblemer hva gjør jeg?,"Du kan søke om tilrettelegging av eksamen hvis du har sykdom, skade eller funksjonsnedsettelse. 

Du må:
- melde deg opp til eksamen først
- betale eksamensavgiften
- søke om tilrettelegging i privatistportalen
- laste opp dokumentasjon fra sakkyndig instans, for eksempel lege, psykolog eller PPT 

Frist for å søke er:
- 15. september for høsteksamen
- 1. februar for våreksamen 

Søk her:
https://privatist.inschool.visma.no/

Denne responsen er KI-generert og kan inneholde feil. Denne informasjonen gjelder privatisteksamen. Les mer på www.telemarkfylke.no"
cthr_69d63e634d9881909214c663cd850a470951b2aff6045ce2,2026-04-08 11:39,AI hjelper teller i lokalet,Hvor mange er det i lokalet,"Jeg finner ikke sikker informasjon om hvor mange som er i lokalet.

For praktisk eksamen kan det være flere privatister i samme lokale, men vurderingen er individuell. Det står ikke hvor mange dette gjelder. 

Denne responsen er KI-generert og kan inneholde feil. Denne informasjonen gjelder privatisteksamen. Les mer på www.telemarkfylke.no"
cthr_69d63e634d9881909214c663cd850a470951b2aff6045ce2,2026-04-08 11:40,AI hjelper teller i lokalet,Jeg er fra frankrike og skjønner ikke så godt norsk. Kan du svre igjen på mitt morsmål?,"Je ne trouve pas d’information sûre sur le nombre de personnes dans la salle.

Pour l’examen pratique, il peut y avoir plusieurs candidats dans la même salle, mais l’évaluation est individuelle. Le nombre exact n’est pas précisé.

Cette réponse est générée par l’IA et peut contenir des erreurs. Ces informations concernent l’examen en candidat libre. En savoir plus sur www.telemarkfylke.no"
cthr_69d63e634d9881909214c663cd850a470951b2aff6045ce2,2026-04-08 11:43,AI hjelper teller i lokalet,Hvor kan jeg lese mer om eksamen i telemark,"Du kan lese mer på www.telemarkfylke.no. Der finner du informasjon om privatisteksamen, datoer, gjennomføring og resultater. 

Denne responsen er KI-generert og kan inneholde feil. Denne informasjonen gjelder privatisteksamen. Les mer på www.telemarkfylke.no"
cthr_69d63e74bb588194ad4d9deb1516d7680e0186c5cf42ea02,2026-04-08 11:39,Norsk eksamensformat avklaring,Jeg skal ha skriftlig eksamen i Norsk og er det på pc-en jeg skal bruke eller er det penn og papir?,"Til skriftlig eksamen i norsk skal du bruke egen PC. Hele eksamen gjennomføres digitalt, og det er ikke mulig å levere på papir 

Unntaket med papir gjelder noen andre fag, som matematikk og enkelte realfag, men dette gjelder ikke norsk 

Ulike fag kan ha ulike retningslinjer for gjennomføring av eksamen. Sjekk alltid UDIR

Denne responsen er KI-generert og kan inneholde feil. Denne informasjonen gjelder privatisteksamen.  
Les mer på www.telemarkfylke.no"
cthr_69d63e9c0880819690d80b3d77dc0b680591d296ed2f0e44,2026-04-08 11:40,Spørsmål om ti-delte eksamener,er det neon eksamener som er ti-delt,"Ja. Noen skriftlige eksamener er 2-delt. Det gjelder matematikk, biologi 2, fysikk 2, kjemi 2 og samfunnsøkonomi 2. Del 1 må leveres på papir. Del 2 kan leveres elektronisk eller på papir. 

Ulike fag kan ha ulike retningslinjer for gjennomføring av eksamen. Sjekk alltid UDIR

Denne responsen er KI-generert og kan inneholde feil. Denne informasjonen gjelder privatisteksamen. Les mer på www.telemarkfylke.no"
cthr_69d63e9c0880819690d80b3d77dc0b680591d296ed2f0e44,2026-04-08 11:40,Spørsmål om ti-delte eksamener,kan du svare på itliensk,"Sì. Alcuni esami scritti sono divisi in 2 parti. Vale per matematica, biologia 2, fisica 2, chimica 2 e economia 2. La parte 1 deve essere consegnata su carta. La parte 2 può essere consegnata in formato digitale oppure su carta. 

Materie diverse possono avere regole diverse per lo svolgimento dell’esame. Controlla sempre UDIR

Denne responsen er KI-generert og kan inneholde feil. Denne informasjonen gjelder privatisteksamen. Les mer på www.telemarkfylke.no"
cthr_69d63e9c0880819690d80b3d77dc0b680591d296ed2f0e44,2026-04-08 11:41,Spørsmål om ti-delte eksamener,hvorfor må vi ha eksamen,"Eksamen er der for å vurdere kompetansen din i faget. Du blir vurdert etter hvor godt du har nådd kompetansemålene i læreplanen, og det er den samlede kompetansen din på eksamen som blir vurdert.  

Denne responsen er KI-generert og kan inneholde feil. Denne informasjonen gjelder privatisteksamen. Les mer på www.telemarkfylke.no"
cthr_69d63e9c0880819690d80b3d77dc0b680591d296ed2f0e44,2026-04-08 11:43,Spørsmål om ti-delte eksamener,om jeg blir syk hva må jeg gjøre,"Hvis du blir syk og ikke kan møte til eksamen, må du registrere deg i avmeldingsskjemaet og laste opp dokumentasjon på fraværet. Fristen er 10 virkedager fra eksamensdatoen din. Eksempel på dokumentasjon er legeerklæring. Hvis dette blir godkjent, blir du overført til neste eksamensperiode. 

Hvis du blir syk under selve eksamen, må du si fra med en gang til eksamensvakten. Deretter må du registrere sykdom og laste opp legeerklæring innen 10 virkedager. 

Denne responsen er KI-generert og kan inneholde feil. Denne informasjonen gjelder privatisteksamen. Les mer på www.telemarkfylke.no"
cthr_69d641a42c6081959f323d5705d0a2970fbb1a0078fc0df5,2026-04-08 11:53,Saving Your Questions,Lagrer du spørsmålene mine,"Beklager, jeg kan kun svare på henvendelser som gjelder privatisteksamen.

Denne responsen er KI-generert og kan inneholde feil. Denne informasjonen gjelder privatisteksamen. Les mer på www.telemarkfylke.no"
cthr_69d641a42c6081959f323d5705d0a2970fbb1a0078fc0df5,2026-04-08 11:54,Saving Your Questions,blir det eksamen om det er naturskade på bygget,"Beklager, jeg finner ikke sikker informasjon om hva som skjer hvis det er naturskade på eksamensbygget. Les mer på www.telemarkfylke.no.

Denne responsen er KI-generert og kan inneholde feil. Denne informasjonen gjelder privatisteksamen. Les mer på www.telemarkfylke.no"
cthr_69d641a42c6081959f323d5705d0a2970fbb1a0078fc0df5,2026-04-08 11:55,Saving Your Questions,Hva er grensen for feber under eksamen,"Det er ikke oppgitt noen egen febergrense under eksamen. Hvis du blir syk på eksamensdagen, kan du ha rett til utsatt eksamen hvis du registrerer fraværet og laster opp dokumentasjon innen 10 virkedager . Hvis du blir syk under selve eksamen, må du straks si fra til eksamensvakten .

Denne responsen er KI-generert og kan inneholde feil. Denne informasjonen gjelder privatisteksamen. Les mer på www.telemarkfylke.no"
cthr_69d641a42c6081959f323d5705d0a2970fbb1a0078fc0df5,2026-04-08 11:56,Saving Your Questions,hva om jeg er litt pjusk,"Det finnes ingen egen grense for å være «litt pjusk». Hvis du er syk og ikke kan møte på eksamensdagen, kan du ha rett til utsatt eksamen. Da må du registrere fraværet og laste opp dokumentasjon innen 10 virkedager etter eksamensdatoen 

Hvis du blir syk under selve eksamen, må du straks si fra til eksamensvakten 

Denne responsen er KI-generert og kan inneholde feil. Denne informasjonen gjelder privatisteksamen. Les mer på www.telemarkfylke.no"
cthr_69d641bc7d1081909117f28dc7bfd6b20ea861f9b36b59f7,2026-04-08 11:53,Syk på eksamensdagen,hva gjør jeg vis jeg er syk på eksamensdagen?,"Hvis du er syk på eksamensdagen, kan du ha rett til utsatt eksamen. Du må registrere deg i avmeldingsskjemaet og laste opp dokumentasjon på fraværet, for eksempel legeerklæring. Du trenger ikke oppgi hva du er syk av. Fristen er 10 virkedager fra eksamensdatoen din. Hvis dokumentasjonen blir godkjent, blir du overført til neste eksamensperiode. 

Denne responsen er KI-generert og kan inneholde feil. Denne informasjonen gjelder privatisteksamen. Les mer på www.telemarkfylke.no."
cthr_69d641bc7d1081909117f28dc7bfd6b20ea861f9b36b59f7,2026-04-08 11:55,Syk på eksamensdagen,"jeg er litt pysk og føler meg ikke bra, må jeg fortsatt ha eksamen?","Hvis du er syk og ikke kan møte på eksamensdagen, kan du ha rett til utsatt eksamen. Da må du registrere deg i avmeldingsskjemaet og laste opp dokumentasjon, for eksempel legeerklæring, innen 10 virkedager fra eksamensdatoen. Hvis dokumentasjonen blir godkjent, blir du overført til neste eksamensperiode. 

Jeg kan ikke vurdere om du bør møte når du føler deg litt dårlig. Hvis du er usikker, les mer på www.telemarkfylke.no.

Denne responsen er KI-generert og kan inneholde feil. Denne informasjonen gjelder privatisteksamen. Les mer på www.telemarkfylke.no."
cthr_69d641cb3af88195ac60e995450427a20de97bae8743d32d,2026-04-08 11:53,Eksamen ved brannfare,blir det eksamen hvis det brenner,"Beklager, jeg finner ikke sikker informasjon om hva som skjer med eksamen hvis det brenner.

Hvis noe skjer under selve eksamen, skal du straks melde fra til eksamensvakten . Forstyrrelser under eksamen kan også være en formell feil ved gjennomføringen .

Denne responsen er KI-generert og kan inneholde feil. Denne informasjonen gjelder privatisteksamen. Les mer på www.telemarkfylke.no"
cthr_69d641cb3af88195ac60e995450427a20de97bae8743d32d,2026-04-08 11:56,Eksamen ved brannfare,"jeg er blind, kan jeg ha eksamen","Ja. Du kan ha rett til tilrettelegging av privatisteksamen hvis du har funksjonsnedsettelse .

Du må søke om tilrettelegging i Privatistportalen etter at du har meldt deg opp og betalt for faget . Du må også laste opp dokumentasjon fra sakkyndig instans. Dokumentasjonen skal være av nyere dato og tydelig anbefale hvilken tilrettelegging du trenger .

Frist for å søke er:
- 15. september for høsteksamen
- 1. februar for våreksamen 

Privatistportalen: https://privatist.inschool.visma.no/

Denne responsen er KI-generert og kan inneholde feil. Denne informasjonen gjelder privatisteksamen. Les mer på www.telemarkfylke.no"
cthr_69d6422160c08196959b652c6f726d0e03b50385a082f5a0,2026-04-08 11:55,Sykdom og veiledning,Hva skjer om jeg er syk,"Hvis du er syk og ikke kan møte til eksamen, kan du ha rett til utsatt eksamen. Da må du registrere deg i avmeldingsskjemaet og laste opp dokumentasjon, for eksempel legeerklæring. Fristen er 10 virkedager fra eksamensdatoen din. Hvis dokumentasjonen blir godkjent, blir du overført til neste eksamensperiode. 

Hvis du blir syk under selve eksamen, må du si fra med en gang til eksamensvakten. Du får da beskjed om det er grunnlag for å avbryte eksamen med rett til utsatt eksamen. Du må også registrere sykdom og laste opp legeerklæring innen 10 virkedager. 

Denne responsen er KI-generert og kan inneholde feil. Denne informasjonen gjelder privatisteksamen. Les mer på www.telemarkfylke.no"
cthr_69d6422160c08196959b652c6f726d0e03b50385a082f5a0,2026-04-08 11:55,Sykdom og veiledning,Hvis jeg er pjusk da?,"Hvis du er så pjusk at du ikke kan møte på eksamensdagen, kan du ha rett til utsatt eksamen. Da må du registrere deg i avmeldingsskjemaet og laste opp dokumentasjon, for eksempel legeerklæring, innen 10 virkedager fra eksamensdatoen. Hvis dokumentasjonen blir godkjent, blir du overført til neste eksamensperiode. 

Hvis du kan møte, finner jeg ikke sikker informasjon om egne regler for å være bare litt syk. Les mer på www.telemarkfylke.no.

Denne responsen er KI-generert og kan inneholde feil. Denne informasjonen gjelder privatisteksamen. Les mer på www.telemarkfylke.no"
cthr_69d6422160c08196959b652c6f726d0e03b50385a082f5a0,2026-04-08 11:56,Sykdom og veiledning,Hva hvis jeg er hanglete,"Hvis du er hanglete og ikke kan møte på eksamensdagen, kan du ha rett til utsatt eksamen. Da må du registrere deg i avmeldingsskjemaet og laste opp dokumentasjon, for eksempel legeerklæring, innen 10 virkedager fra eksamensdatoen. Blir dette godkjent, blir du overført til neste eksamensperiode. 

Hvis du møter opp, finner jeg ikke sikker informasjon om egne regler for å være litt syk. Les mer på www.telemarkfylke.no.

Denne responsen er KI-generert og kan inneholde feil. Denne informasjonen gjelder privatisteksamen. Les mer på www.telemarkfylke.no"
cthr_69d6422160c08196959b652c6f726d0e03b50385a082f5a0,2026-04-08 11:56,Sykdom og veiledning,Hva med manflu?,"Hvis du er så syk at du ikke kan møte til eksamen, kan du ha rett til utsatt eksamen. Da må du registrere deg i avmeldingsskjemaet og laste opp dokumentasjon, for eksempel legeerklæring, innen 10 virkedager fra eksamensdatoen. Hvis dokumentasjonen blir godkjent, blir du overført til neste eksamensperiode. 

Hvis du møter opp, finner jeg ikke sikker informasjon om egne regler for «manflu». Les mer på www.telemarkfylke.no.

Denne responsen er KI-generert og kan inneholde feil. Denne informasjonen gjelder privatisteksamen. Les mer på www.telemarkfylke.no"
cthr_69d64253a9c88195a828883cb1723d1106d16fc39237dabd,2026-04-08 11:56,Eksamen mens jeg er syk,"jeg er pysk, må jeg ta eksamen og litt manflue","Hvis du er syk på eksamensdagen, kan du ha rett til utsatt eksamen. Du trenger da ikke møte, men du må registrere deg i avmeldingsskjema og laste opp dokumentasjon innen 10 virkedager etter eksamensdatoen. Legeerklæring er et eksempel på gyldig dokumentasjon. 

Hvis du blir syk under selve eksamen, må du si fra med en gang til eksamensvakten. Da får du beskjed om du kan avbryte med rett til utsatt eksamen. Du må også registrere sykdom og laste opp legeerklæring innen 10 virkedager. 

Denne responsen er KI-generert og kan inneholde feil. Denne informasjonen gjelder privatisteksamen. Les mer på www.telemarkfylke.no"
cthr_69d646571bec8197acd83166393e40210c4f9da84cfa7067,2026-04-08 12:13,Vårens eksamensdatoer,når er det eksamen om våren,"Våreksamen er i perioden april til juni. 

Muntlig og muntlig-praktisk eksamen går vanligvis fra april til juni. Datoen din blir publisert i privatistportalen rundt 1. april. 

Denne responsen er KI-generert og kan inneholde feil. Denne informasjonen gjelder privatisteksamen. Les mer på www.telemarkfylke.no"
cthr_69d646571bec8197acd83166393e40210c4f9da84cfa7067,2026-04-08 12:13,Vårens eksamensdatoer,og høsten,"Høsteksamen er i perioden november til desember 

For muntlig og muntlig-praktisk eksamen blir datoen vanligvis publisert i privatistportalen rundt 1. november 

Denne responsen er KI-generert og kan inneholde feil. Denne informasjonen gjelder privatisteksamen. Les mer på www.telemarkfylke.no"
cthr_69d646571bec8197acd83166393e40210c4f9da84cfa7067,2026-04-08 12:13,Vårens eksamensdatoer,kan jeg selv velge dato,"Nei, du kan ikke velge eksamensdato selv.

For muntlig, muntlig-praktisk og praktisk eksamen er det ikke anledning til å bytte oppsatt dato. 

For skriftlig eksamen er datoen oppgitt når du melder deg opp. 

Denne responsen er KI-generert og kan inneholde feil. Denne informasjonen gjelder privatisteksamen. Les mer på www.telemarkfylke.no"
cthr_69d646571bec8197acd83166393e40210c4f9da84cfa7067,2026-04-08 12:14,Vårens eksamensdatoer,men om jeg ikke får permisjo fra militæret,"Hvis du ikke får permisjon fra militæret og derfor ikke kan møte på eksamensdagen, kan du ha rett til utsatt eksamen. Du må da registrere deg i avmeldingsskjemaet og laste opp dokumentasjon på fraværet. Avslag på søknad om permisjon fra militæret er nevnt som gyldig dokumentasjon. Fristen er 10 virkedager fra eksamensdatoen din. 

Denne responsen er KI-generert og kan inneholde feil. Denne informasjonen gjelder privatisteksamen. Les mer på www.telemarkfylke.no"
cthr_69d646571bec8197acd83166393e40210c4f9da84cfa7067,2026-04-08 12:14,Vårens eksamensdatoer,tusen takk,"Bare hyggelig.

Denne responsen er KI-generert og kan inneholde feil. Denne informasjonen gjelder privatisteksamen. Les mer på www.telemarkfylke.no"
cthr_69d760f27fbc8190acf03890f27bbec208b69a6d101f682a,2026-04-09 08:18,Finn eksamensinformasjon,jeg er oppmeldt til eksamen men vet ikke når jeg skal møte,
cthr_69d760f27fbc8190acf03890f27bbec208b69a6d101f682a,2026-04-09 08:19,Finn eksamensinformasjon,Hvor finner jeg informasjon om min eksamen,"Du finner informasjon om din eksamen i Privatistportalen. Der ser du dato, og du finner også sted når dette er publisert. For praktisk eksamen finner du informasjonen ved å klikke på faget du er meldt opp i. 

Logg inn her:
https://privatist.inschool.visma.no/

Skriftlig eksamen arrangeres hovedsakelig i Porsgrunn tennishall, men logg deg inn på privatistportalen for eksakt informasjon om din eksamen. 

Denne responsen er KI-generert og kan inneholde feil. Denne informasjonen gjelder privatisteksamen. Les mer på www.telemarkfylke.no"
cthr_69d760f27fbc8190acf03890f27bbec208b69a6d101f682a,2026-04-09 08:21,Finn eksamensinformasjon,Hva er prisen på privatisteksamen,"Prisen er:

- 1 403 kroner per eksamen hvis du ikke har standpunkt og/eller eksamenskarakter i faget, eller hvis du ikke har bestått faget før 
- 2 804 kroner per eksamen hvis du allerede har bestått faget og vil forbedre karakteren 

For noen fag betaler du flere eksamensavgifter:
- Språkfag: to avgifter, skriftlig og muntlig 
- Norsk: tre avgifter, hovedmål, sidemål og muntlig 
- Realfag nivå 2: to avgifter, skriftlig og muntlig-praktisk 

Denne responsen er KI-generert og kan inneholde feil. Denne informasjonen gjelder privatisteksamen. Les mer på www.telemarkfylke.no"
cthr_69d760f27fbc8190acf03890f27bbec208b69a6d101f682a,2026-04-09 08:22,Finn eksamensinformasjon,jeg har dysleki kan jeg få tilrettelegging,"Ja, du kan søke om tilrettelegging hvis du har dysleksi, dersom du kan dokumentere behovet ditt 

Du må:
- melde deg opp og betale først
- søke i Privatistportalen
- laste opp dokumentasjon i portalen 

Ved dysleksi kan du bruke erklæring fra spesialpedagog, for eksempel PPT, eller logoped. Denne dokumentasjonen trenger ikke være av nyere dato 

Frist for å søke er:
- 15. september for høsteksamen
- 1. februar for våreksamen 

Søk her:
https://privatist.inschool.visma.no/

Denne responsen er KI-generert og kan inneholde feil. Denne informasjonen gjelder privatisteksamen. Les mer på www.telemarkfylke.no"
